word1	word2	label	label_idx
paper	rock scissors	Antonym	0
bright	dim dark	Antonym	0
relaxation	doing	Antonym	0
adopt	biological child	Antonym	0
quality	shoddy	Antonym	0
amphichiral	chiral	Antonym	0
rush	take	Antonym	0
rabbit	fox	Antonym	0
turn	stand still	Antonym	0
merchant	customer	Antonym	0
view	blocked	Antonym	0
face	and mouth	Antonym	0
misandrism	misogyny	Antonym	0
overniceness	underniceness	Antonym	0
outcross	incross	Antonym	0
gametophytic	sporophytic	Antonym	0
law	crime	Antonym	0
trust	distrust	Antonym	0
shoe	hat	Antonym	0
zoologist	botanist	Antonym	0
mistress	cicisbeo	Antonym	0
baddest	goodest	Antonym	0
impoverished	rich	Antonym	0
prosocialist	antisocialist	Antonym	0
mutatable	unmutatable	Antonym	0
pole	zero	Antonym	0
in dictione	extra dictionem	Antonym	0
nontoxic	harmful	Antonym	0
overproportion	underproportion	Antonym	0
fast	penetrable	Antonym	0
confusion	distinction	Antonym	0
submarine	surface ship	Antonym	0
harmonious	inharmonious	Antonym	0
unsmoked	smoked	Antonym	0
nightly	daily	Antonym	0
dextrorotatory	levorotatory	Antonym	0
sky	earth ground	Antonym	0
prior	posterior	Antonym	0
aquarius	leo	Antonym	0
hyposomatotropism	hypersomatotropism	Antonym	0
tight	broad	Antonym	0
head	toe	Antonym	0
most significant byte	least significant byte	Antonym	0
truth	untruth	Antonym	0
hueless	huesome	Antonym	0
adaxonal	abaxonal	Antonym	0
discouraging	encouraging	Antonym	0
brutal	gentle	Antonym	0
wrongful	rightful	Antonym	0
genesis	lysis	Antonym	0
venomous	non venomous	Antonym	0
permanent	sometimes	Antonym	0
weak	potent	Antonym	0
ingenuine	authentic	Antonym	0
off wagon	on wagon	Antonym	0
steadiness	unsteadiness	Antonym	0
around wicket	over wicket	Antonym	0
scorbutic	antiscorbutic	Antonym	0
negatively	positively	Antonym	0
broadsheet	tabloid	Antonym	0
overjudge	underjudge	Antonym	0
luxury	necessity	Antonym	0
destroy	build	Antonym	0
hereinbefore	hereinafter	Antonym	0
trailing	facing	Antonym	0
metachromasia	orthochromasy	Antonym	0
read	illiterate	Antonym	0
coast	sea	Antonym	0
ingenue	femme fatale	Antonym	0
nationalize	privatize	Antonym	0
short lived	long lived	Antonym	0
non creationary	creational	Antonym	0
conformist	nonconformist	Antonym	0
capital letter	lower case letter	Antonym	0
realty	personalty	Antonym	0
accusatorial	inquisitorial	Antonym	0
invisibly	visibly	Antonym	0
sphere	cube	Antonym	0
must	might	Antonym	0
atoroidal	toroidal	Antonym	0
irreplaceable	replaceable	Antonym	0
outdoors	indoors	Antonym	0
swervingly	unswervingly	Antonym	0
shade	sunshine	Antonym	0
southerner	northerner	Antonym	0
tamed	untamed	Antonym	0
sad	decent	Antonym	0
foolable	unfoolable	Antonym	0
mustard	ketchup	Antonym	0
pause	play	Antonym	0
minority council	majority council	Antonym	0
unpassivizable	passivizable	Antonym	0
cross	parallel	Antonym	0
steep slope roof	low slope roof	Antonym	0
uninhabitable	inhabitable	Antonym	0
dead language	living language	Antonym	0
by mistake	deliberately	Antonym	0
thick	slender	Antonym	0
modifiable	unmodifiable	Antonym	0
leg	arms	Antonym	0
non rhotic	rhotic	Antonym	0
single	divorced	Antonym	0
rhythmic gesture	rhythmic unit	Antonym	0
soft handed	heavy handed	Antonym	0
cellar	attic	Antonym	0
rheopectic	thixotropic	Antonym	0
mono	stereo	Antonym	0
stalactite	stalagmite	Antonym	0
incidental	inevitable	Antonym	0
pessimal	optimal	Antonym	0
extend	shorten	Antonym	0
cyclical	acyclic	Antonym	0
control	let go	Antonym	0
fair	unjust	Antonym	0
best	worst	Antonym	0
jingoist	dovish	Antonym	0
lemon	lime	Antonym	0
father	mother	Antonym	0
tribe	loose organization	Antonym	0
enqueue	dequeue	Antonym	0
prelude	conclusion	Antonym	0
eath	difficult	Antonym	0
arrogate	relinquish	Antonym	0
neophilia	neophobia	Antonym	0
comparable	incomparable	Antonym	0
physicalism	idealism	Antonym	0
equality	discrimination	Antonym	0
irreplicability	replicability	Antonym	0
beardlessness	beardedness	Antonym	0
vaccination	illness	Antonym	0
indecisive	decisive	Antonym	0
upwardly	downwardly	Antonym	0
citified	countrified	Antonym	0
previous	next	Antonym	0
free variable	bound variable	Antonym	0
inedible	edible	Antonym	0
sexuality	asexuality	Antonym	0
abiogenesis	biogenesis	Antonym	0
cismontane	ultramontane	Antonym	0
antinationalism	nationalism	Antonym	0
macrergate	micrergate	Antonym	0
optional	mandatory	Antonym	0
division	union	Antonym	0
dehort	exhort	Antonym	0
earth	sky	Antonym	0
venal	straight	Antonym	0
merciless	merciful	Antonym	0
liss	hiit	Antonym	0
expected	unexpected	Antonym	0
worsen	improve	Antonym	0
posistor	ntc thermistor	Antonym	0
deceit	truth	Antonym	0
benevolence	maleficence	Antonym	0
difficult	easy	Antonym	0
blatant	furtive	Antonym	0
enchantment	disenchantment	Antonym	0
abstract class	concrete class	Antonym	0
inferior	superior	Antonym	0
paint	draw	Antonym	0
parodiable	unparodiable	Antonym	0
cold natured	hot natured	Antonym	0
perjury	truthfully	Antonym	0
cloudless	cloudy	Antonym	0
empower	prohibit	Antonym	0
violent	peaceful	Antonym	0
advantage	disadvantage	Antonym	0
deplete	replenish	Antonym	0
adulteration	purification	Antonym	0
quart	gallon	Antonym	0
uncritically	critically	Antonym	0
eisegete	exegete	Antonym	0
blackishness	whitishness	Antonym	0
deficiency	sufficiency	Antonym	0
mean	lofty	Antonym	0
first	last	Antonym	0
t form	v form	Antonym	0
play	work	Antonym	0
underpressure	overpressure	Antonym	0
platykurtosis	leptokurtosis	Antonym	0
fraud	truth	Antonym	0
walk	stand still	Antonym	0
must	can	Antonym	0
cotton	silk	Antonym	0
tiny	huge	Antonym	0
divisibility	mergeability	Antonym	0
half nephew	half aunt	Antonym	0
seed	grown	Antonym	0
catadromous	anadromous	Antonym	0
dense	diffuse	Antonym	0
please turn right	please turn left	Antonym	0
expensive drunk	cheap drunk	Antonym	0
birthday	time	Antonym	0
durable	nondurable	Antonym	0
updated	superannuated	Antonym	0
manners	rude	Antonym	0
important	useless	Antonym	0
break	join	Antonym	0
accede	leave	Antonym	0
emulsifier	de emulsifier	Antonym	0
macron	breve	Antonym	0
nonacceptance	acceptance	Antonym	0
growth	contraction	Antonym	0
inutility	utility	Antonym	0
depathologize	pathologize	Antonym	0
constructibility	destructibility	Antonym	0
periphery	center	Antonym	0
ectropy	entropy	Antonym	0
experience	naivety	Antonym	0
lyophobic	lyophilic	Antonym	0
sacralization	desanctification	Antonym	0
stop	continue	Antonym	0
seminice	semimean	Antonym	0
underwhelm	overawe	Antonym	0
cheapskate	spendthrift	Antonym	0
qualitativeness	quantitativeness	Antonym	0
disunity	unity	Antonym	0
spurious	genuine	Antonym	0
citable	uncitable	Antonym	0
incorporeal	corporeal	Antonym	0
devive	revive	Antonym	0
girl on girl	man on man	Antonym	0
irrealis mood	realis	Antonym	0
heat	air	Antonym	0
out of universe	in universe	Antonym	0
temper	calm	Antonym	0
genitalize	degenitalize	Antonym	0
divisible	indivisible	Antonym	0
wane	wax	Antonym	0
infra	supra	Antonym	0
earthie	alien	Antonym	0
polydomy	monodomy	Antonym	0
foreglow	afterglow	Antonym	0
malediction	benediction	Antonym	0
practicability	impracticability	Antonym	0
immortality	death	Antonym	0
hna	lna	Antonym	0
inaddible	addible	Antonym	0
flower	weed	Antonym	0
value	invaluable	Antonym	0
cold	baking	Antonym	0
distal	mesial	Antonym	0
countable noun	mass noun	Antonym	0
unearth	bury	Antonym	0
unfinished	finished	Antonym	0
impactful	impactless	Antonym	0
farewell	greeting	Antonym	0
hibernation	aestivation	Antonym	0
hypomyelination	hypermyelination	Antonym	0
activity	passivity	Antonym	0
stranger	known person	Antonym	0
illegitimate	authentic	Antonym	0
job	unemployed	Antonym	0
behind curve	ahead of curve	Antonym	0
science fiction	science fact	Antonym	0
serendipity	murphy's law	Antonym	0
sufficiency	insufficiency	Antonym	0
catalyst	inhibitor	Antonym	0
sonorant	obstruent	Antonym	0
stony	soft	Antonym	0
hiit	liss	Antonym	0
unexpected	expected	Antonym	0
lan	wan	Antonym	0
petulant	easygoing	Antonym	0
welfare	wofare	Antonym	0
backward dive	forward dive	Antonym	0
luck	bad fortune	Antonym	0
company	solitude	Antonym	0
competence	inability	Antonym	0
heteroplastide	homoplastide	Antonym	0
matriarch	patriarch	Antonym	0
lord	lackey	Antonym	0
roman	italic	Antonym	0
corporeal	incorporeal	Antonym	0
close	beginning	Antonym	0
failing	succeeding	Antonym	0
alone	many people	Antonym	0
higher	lower	Antonym	0
simple inheritance	multiple inheritance	Antonym	0
bellicist	dovish	Antonym	0
shade	bright sunshine	Antonym	0
cathode	anode	Antonym	0
inept	skillful	Antonym	0
serious	jesting	Antonym	0
genericity	specificity	Antonym	0
supportable	unbearable	Antonym	0
space	earth	Antonym	0
microliterature	macroliterature	Antonym	0
talk	mouth	Antonym	0
subordinate	independent	Antonym	0
inclusionary	exclusionary	Antonym	0
northerly	auster	Antonym	0
in universe	doylist	Antonym	0
tight	crap	Antonym	0
strict	permissive	Antonym	0
noble	ignoble	Antonym	0
tie	unfasten	Antonym	0
kind	mean	Antonym	0
payment	debt	Antonym	0
asset	liability	Antonym	0
insane	sane	Antonym	0
hall of shame	hall of fame	Antonym	0
terse	verbose	Antonym	0
rush	calm slowly	Antonym	0
hate	love	Antonym	0
severe	minor	Antonym	0
age	years	Antonym	0
indeterminable	determinable	Antonym	0
theophilic	theophobic	Antonym	0
homochlamydeous	dichlamydeous	Antonym	0
fourth person	proximate	Antonym	0
natural	processed	Antonym	0
flexible	hardline	Antonym	0
religious	areligious	Antonym	0
wash	getting	Antonym	0
invest	disinvest	Antonym	0
technomania	technophobia	Antonym	0
lack	plethora	Antonym	0
off keel	on keel	Antonym	0
mortal	vital	Antonym	0
theory	practical	Antonym	0
majority	minority	Antonym	0
sequential logic	combinational logic	Antonym	0
deniable	undeniable	Antonym	0
incomprehension	comprehension	Antonym	0
free	in prison	Antonym	0
unluckily	fortunately	Antonym	0
stage	screen	Antonym	0
illiteracy	literacy	Antonym	0
matchbreaker	matchmaker	Antonym	0
frangible	unfrangible	Antonym	0
away	near to	Antonym	0
xenno	xenna	Antonym	0
wrongly	correctly	Antonym	0
discarnate	incarnate	Antonym	0
noncarbonated	fizzy	Antonym	0
off screen	on screen	Antonym	0
vertical	horizontal	Antonym	0
street	avenue	Antonym	0
protect	harm	Antonym	0
oligo	pluri	Antonym	0
positive crystal	negative crystal	Antonym	0
immutable	mutable	Antonym	0
under water	above water	Antonym	0
play up	play down	Antonym	0
widow	divorced	Antonym	0
melt	freeze	Antonym	0
half nephew	half niece	Antonym	0
next	previously	Antonym	0
coldness	heat	Antonym	0
platypnea	orthopnea	Antonym	0
interchromosomally	intrachromosomally	Antonym	0
fewer and fewer	more and more	Antonym	0
main verb	helping verb	Antonym	0
aweless	awesome	Antonym	0
assessability	unassessability	Antonym	0
he cat	she cat	Antonym	0
obtainable	unobtainable	Antonym	0
crystallographic	noncrystallographic	Antonym	0
presbyopia	myopia	Antonym	0
slave clock	master clock	Antonym	0
disinsectization	insectization	Antonym	0
dihedral	anhedral	Antonym	0
bird	plane	Antonym	0
decession	accession	Antonym	0
pay	stiff	Antonym	0
heterococcolithophore	holococcolithophore	Antonym	0
tasteful	gaudy	Antonym	0
nsfw	work safe	Antonym	0
possibly	impossibly	Antonym	0
captain	follower	Antonym	0
source language	target language	Antonym	0
nucleofuge	nucleophile	Antonym	0
unprovable	provable	Antonym	0
summerfag	oldfag	Antonym	0
old moon	new moon	Antonym	0
left hand	right hand	Antonym	0
contractible	noncontractible	Antonym	0
embus	debus	Antonym	0
believably	unbelievably	Antonym	0
lake	sea	Antonym	0
criminalization	decriminalization	Antonym	0
intermarriage	intramarriage	Antonym	0
unfasten	tie up	Antonym	0
supermodular	submodular	Antonym	0
responsibly	irresponsibly	Antonym	0
wantingly	unwantingly	Antonym	0
foreword	endsay	Antonym	0
furnish	empty	Antonym	0
floating point	fixed point	Antonym	0
outerness	innerness	Antonym	0
heat	coldness	Antonym	0
reason	irrationality	Antonym	0
get off	get on	Antonym	0
well off	poor	Antonym	0
overpressure	underpressure	Antonym	0
unchastely	chastely	Antonym	0
dyeable	undyeable	Antonym	0
willya	wontcha	Antonym	0
julian calendar	gregorian calendar	Antonym	0
productive	destructive	Antonym	0
bound variable	free variable	Antonym	0
alive	dead	Antonym	0
stain	bleach	Antonym	0
off peak	peak hour	Antonym	0
cheerful	sad	Antonym	0
repulsion	attraction	Antonym	0
liar	truth teller	Antonym	0
hueless	hueful	Antonym	0
homosexual	heterosexual	Antonym	0
local	global	Antonym	0
away	present	Antonym	0
defined benefits	money purchase	Antonym	0
oxic	anoxic	Antonym	0
feed	someone	Antonym	0
factory	artist	Antonym	0
reply	inquiry	Antonym	0
describable	indescribable	Antonym	0
cheap	expensive	Antonym	0
land	sea	Antonym	0
cheer	boo	Antonym	0
admissibility	inadmissibility	Antonym	0
acholia	cholaemia	Antonym	0
postoral	preoral	Antonym	0
maximand	minimand	Antonym	0
lad	gal	Antonym	0
non constat	constat	Antonym	0
between	outside	Antonym	0
excellent	awful	Antonym	0
work	nothing	Antonym	0
upmarket	downmarket	Antonym	0
heterobiography	autobiography	Antonym	0
esteem	scorn	Antonym	0
single dispatch	multiple dispatch	Antonym	0
imaginary part	real part	Antonym	0
light water	heavy water	Antonym	0
cautious	careless	Antonym	0
exaggeration	understatement	Antonym	0
nostalgia	nostopathy	Antonym	0
yes no question	open question	Antonym	0
apotemnophobia	apotemnophilia	Antonym	0
angstful	angstless	Antonym	0
trouble	song	Antonym	0
baby	man	Antonym	0
unanimity	pluranimity	Antonym	0
overactive	underactive	Antonym	0
change	dollar	Antonym	0
in tune	out of tune	Antonym	0
cyclogenesis	cyclolysis	Antonym	0
do up	undo	Antonym	0
honour	shame	Antonym	0
undo	do up	Antonym	0
aisle	window	Antonym	0
carry	put	Antonym	0
intradiegetic	doylist	Antonym	0
petaled	apetalous	Antonym	0
provable	unprovable	Antonym	0
whither	whence	Antonym	0
misanthropist	philanthropist	Antonym	0
womankind	mankind	Antonym	0
clockwiseness	counterclockwiseness	Antonym	0
nor	either or	Antonym	0
bottom of hour	top of hour	Antonym	0
describe	vague	Antonym	0
sane	unbalanced	Antonym	0
precocious	serotinous	Antonym	0
domain	range	Antonym	0
repair	destroy	Antonym	0
productive	counterproductive	Antonym	0
posterograde	anterograde	Antonym	0
girl on girl	boy on boy	Antonym	0
supratherapeutic	subtherapeutic	Antonym	0
noiselessly	noisily	Antonym	0
mirth	gloom	Antonym	0
regressive	progressive	Antonym	0
unselfish	selfish	Antonym	0
mid pubescent	postpubescent	Antonym	0
witless	witful	Antonym	0
non heuristic	heuristic	Antonym	0
off spinner	leg spinner	Antonym	0
flexible	inflexible	Antonym	0
landline	mobile phone	Antonym	0
cell	land	Antonym	0
away	come back	Antonym	0
disinfectant	bleach	Antonym	0
grudge	forgiving	Antonym	0
happy	sadness	Antonym	0
color	white black	Antonym	0
move	sit still	Antonym	0
archegonium	antheridium	Antonym	0
adroit	maladroit	Antonym	0
young	senior	Antonym	0
free living organism	parasitic organism	Antonym	0
misuse	correctly	Antonym	0
salt	black	Antonym	0
help	giving trouble	Antonym	0
variable	constant	Antonym	0
stop	keep	Antonym	0
heteroplasmic	homoplasmic	Antonym	0
unfasten	button	Antonym	0
unfretted	fretted	Antonym	0
unmodifiable	modifiable	Antonym	0
miosis	mydriasis	Antonym	0
transfigurable	untransfigurable	Antonym	0
unprogrammed	programmed	Antonym	0
embourgeoisement	proletarianization	Antonym	0
deduce	induce	Antonym	0
out swinger	in swinger	Antonym	0
afterbeat	forebeat	Antonym	0
singleness	manyness	Antonym	0
unseatbelted	seatbelted	Antonym	0
extrovert	introvert	Antonym	0
poikilotherm	homeothermic	Antonym	0
heatable	unheatable	Antonym	0
timely	ill timed	Antonym	0
dysthymia	euphoria	Antonym	0
underapproximate	overapproximate	Antonym	0
across	crossword down	Antonym	0
captain	deckhand	Antonym	0
horse	cow	Antonym	0
longtime	short term	Antonym	0
defeat	winning	Antonym	0
trouble	being	Antonym	0
deducible	nondeducible	Antonym	0
un rousseauesque	rousseauesque	Antonym	0
eurybathic	stenobathic	Antonym	0
underling	overling	Antonym	0
ear	eyes	Antonym	0
megascopic	microscopic	Antonym	0
near miss	fiasco	Antonym	0
bad	true	Antonym	0
convenience	inconvenience	Antonym	0
impugn	authenticate	Antonym	0
reading	watching tv	Antonym	0
logically	illogically	Antonym	0
alacrity	indifference	Antonym	0
negligible	important	Antonym	0
rest	using	Antonym	0
have all	have not	Antonym	0
glad	downcast	Antonym	0
extermination	life	Antonym	0
overperform	underperform	Antonym	0
microsociology	macrosociology	Antonym	0
appointment	dismissal	Antonym	0
racemic	enantiopure	Antonym	0
defiant	docile	Antonym	0
describableness	undescribability	Antonym	0
tall	short	Antonym	0
green	antigreen	Antonym	0
accountably	unaccountably	Antonym	0
unitable	disunitable	Antonym	0
lie	telling truth	Antonym	0
loose lipped	tight lipped	Antonym	0
lichenized	nonlichenized	Antonym	0
negligible	unignorable	Antonym	0
kid	adult	Antonym	0
naysay	yeasay	Antonym	0
tabloid	broadsheet	Antonym	0
color	dark	Antonym	0
capricious	rigorous	Antonym	0
game	drudgery	Antonym	0
major planet	dwarf planet	Antonym	0
regular verb	irregular verb	Antonym	0
inverse	compute	Antonym	0
meatatarian	vegetarian	Antonym	0
weird	normal	Antonym	0
serialization	deserialization	Antonym	0
unit	many	Antonym	0
nearness	remoteness	Antonym	0
apologetic	unapologetic	Antonym	0
coordination	incoordination	Antonym	0
blow	breathing	Antonym	0
stick	hit me	Antonym	0
discommode	accommodate	Antonym	0
de facto	de jure	Antonym	0
scorpio	taurus	Antonym	0
proportionate	disproportionate	Antonym	0
shortsightedness	farsightedness	Antonym	0
unsearchable	searchable	Antonym	0
then	now	Antonym	0
order	disorganized	Antonym	0
clockwise	withershins	Antonym	0
loss making	profitable	Antonym	0
this morning	this evening	Antonym	0
break	accelerate	Antonym	0
crooked	straight	Antonym	0
hire	give sack	Antonym	0
economies of scale	diseconomies of scale	Antonym	0
defeatable	undefeatable	Antonym	0
city	state	Antonym	0
pause	resume	Antonym	0
gloom	joy	Antonym	0
wash	drying	Antonym	0
bolt	nut	Antonym	0
upshift	downshift	Antonym	0
philogyny	misogyny	Antonym	0
well formedness	ill formedness	Antonym	0
rub	scratch	Antonym	0
think	feel	Antonym	0
stoppable	unstoppable	Antonym	0
underexpressed	overexpressed	Antonym	0
bluewards	redwards	Antonym	0
mhm	mm mm	Antonym	0
silk	satin	Antonym	0
hand	legs	Antonym	0
bread	butter	Antonym	0
depender	dependee	Antonym	0
divided	undivided	Antonym	0
trivial	important	Antonym	0
autochthonous	allochthonous	Antonym	0
lowbie	highbie	Antonym	0
graben	horst	Antonym	0
silk	wool	Antonym	0
recto	verso	Antonym	0
toe	heel	Antonym	0
rain	snow	Antonym	0
ostensible	ulterior	Antonym	0
electrophobic	electrophilic	Antonym	0
cake	sour	Antonym	0
chatterbox	quiet person	Antonym	0
death rate	birth rate	Antonym	0
inactive	active	Antonym	0
underside	overside	Antonym	0
old	young	Antonym	0
teary	dry	Antonym	0
u c	l c	Antonym	0
fall	season	Antonym	0
immortality	die	Antonym	0
nonribosomally	ribosomally	Antonym	0
indisposable	disposable	Antonym	0
user friendly	user unfriendly	Antonym	0
talk	keeping	Antonym	0
egress	come in	Antonym	0
insincerity	sincerity	Antonym	0
diabatic	adiabatic	Antonym	0
saucer	flying	Antonym	0
advantageously	disadvantageously	Antonym	0
beneath	top	Antonym	0
dependency	independency	Antonym	0
ulterior	prior	Antonym	0
important	ignorable	Antonym	0
stylish	unstylish	Antonym	0
frail	healthy	Antonym	0
high fantasy	low fantasy	Antonym	0
merry	sad	Antonym	0
loveful	hateful	Antonym	0
downtoner	intensifier	Antonym	0
fantasy	reality	Antonym	0
private	major	Antonym	0
wound	heal	Antonym	0
disestablishment	establishment	Antonym	0
pretest	posttest	Antonym	0
wife	husband	Antonym	0
realsome	ideal	Antonym	0
defectible	indefectible	Antonym	0
forth	tally back	Antonym	0
uncensored	censored	Antonym	0
distinguish	common	Antonym	0
recordable	erasable	Antonym	0
sunset clause	sunrise clause	Antonym	0
autoecious	heteroecious	Antonym	0
intactivist	pro circer	Antonym	0
base	noble	Antonym	0
part time	full time	Antonym	0
maidenliness	unmaidenliness	Antonym	0
lastborn	firstborn	Antonym	0
absent	present	Antonym	0
separation	being near	Antonym	0
paint	sculpting	Antonym	0
sisterlike	unsisterly	Antonym	0
unfreedom	freedom	Antonym	0
city	countryside	Antonym	0
macroenvironment	microenvironment	Antonym	0
inextensible	extensible	Antonym	0
relax	stress	Antonym	0
open minded	closed minded	Antonym	0
unaware	aware	Antonym	0
honeycombed	nonhoneycombed	Antonym	0
unknownness	fame	Antonym	0
immobile	mobile	Antonym	0
bright	dark	Antonym	0
enchant	disenchant	Antonym	0
user hostile	user friendly	Antonym	0
brutal	kind	Antonym	0
shade	direct sunlight	Antonym	0
tangle	untangle	Antonym	0
water	food	Antonym	0
overwhelming	underwhelming	Antonym	0
opposition	ally	Antonym	0
protected	unprotected	Antonym	0
extubate	intubate	Antonym	0
curved	straight	Antonym	0
underweight	overweight	Antonym	0
intelligence	dumbness	Antonym	0
below	upstream	Antonym	0
contain	let	Antonym	0
mountain	prairie	Antonym	0
post	ante	Antonym	0
hirsute	glabrous	Antonym	0
redundancy	employment	Antonym	0
crowd	people	Antonym	0
glad	regret	Antonym	0
brave	coward	Antonym	0
isomorphic	anisomorphic	Antonym	0
mortification	honor	Antonym	0
reducibility	irreducibility	Antonym	0
cryo	thermo	Antonym	0
compress	expand	Antonym	0
feedforward control	feedback control	Antonym	0
expedite	impede	Antonym	0
euphoria	bad trip	Antonym	0
money	credit	Antonym	0
quadratic residue	quadratic nonresidue	Antonym	0
found	dissolve	Antonym	0
floor	ceiling	Antonym	0
feckless	effective	Antonym	0
migratory	sedentary	Antonym	0
local	distant	Antonym	0
endophasia	exophasia	Antonym	0
tell	ask	Antonym	0
meiosis	hyperbole	Antonym	0
laugh	crying	Antonym	0
strike chord	touch nerve	Antonym	0
home	vacation	Antonym	0
endable	unendable	Antonym	0
feed	starve someone	Antonym	0
writtenness	orality	Antonym	0
antepartum	prenatal	Antonym	0
catastrophic	anastrophic	Antonym	0
library	bookstore	Antonym	0
climb	fall	Antonym	0
cursive	print	Antonym	0
citizen	immigrant	Antonym	0
first class continuation	second class continuation	Antonym	0
fifo	lifo	Antonym	0
infrequently	frequently	Antonym	0
obfuscate	explain	Antonym	0
following	aforementioned	Antonym	0
devil	angel	Antonym	0
thick	clear	Antonym	0
man	woman	Antonym	0
lucky	unlucky	Antonym	0
spindown	spinup	Antonym	0
elect	usurp	Antonym	0
leave	enter	Antonym	0
hyperintensity	hypointensity	Antonym	0
counterbalance	overcome	Antonym	0
mana screw	mana flood	Antonym	0
lifeward	deathward	Antonym	0
sufferably	insufferably	Antonym	0
free	paid	Antonym	0
chicken	brave	Antonym	0
intramaze	extramaze	Antonym	0
advisability	inadvisability	Antonym	0
soft skill	hard skill	Antonym	0
copy	paste	Antonym	0
snow	sun	Antonym	0
must	optional	Antonym	0
deteriorative	ameliorative	Antonym	0
untruthful	veracious	Antonym	0
unrepentant	repentant	Antonym	0
revolution	evolution	Antonym	0
cooked	raw	Antonym	0
strong declension	strong conjugation	Antonym	0
pussy magnet	pussy repellent	Antonym	0
science	math	Antonym	0
extra	inter	Antonym	0
noise	silent	Antonym	0
succeeding	preceding	Antonym	0
hypernatremic	hyponatremic	Antonym	0
vanquishable	unvanquishable	Antonym	0
pro circer	anti circer	Antonym	0
rub	tummy	Antonym	0
dirty	bright	Antonym	0
stereoirregular	stereoregular	Antonym	0
savorous	savorless	Antonym	0
boil	condense	Antonym	0
drop	rising	Antonym	0
elevation	reduction	Antonym	0
destinate	originate	Antonym	0
husband	wife	Antonym	0
off campus	on campus	Antonym	0
idioelectric	anelectric	Antonym	0
lossy	lossless	Antonym	0
multisyllabic	monosyllabic	Antonym	0
remain	gone	Antonym	0
show	tell	Antonym	0
anno domini	before common era	Antonym	0
deasil	anticlockwise	Antonym	0
want out	want in	Antonym	0
misogynist	philogynist	Antonym	0
corn	seed	Antonym	0
noise	quiet	Antonym	0
apollonian	dionysian	Antonym	0
uh huh	uh uh	Antonym	0
undeterminable	determinable	Antonym	0
levo	dextro	Antonym	0
adopt	child	Antonym	0
zealous	unenthusiastic	Antonym	0
logophobic	logophilic	Antonym	0
guard	attack	Antonym	0
bullet	gun	Antonym	0
fast	slowly	Antonym	0
clarifiable	unclarifiable	Antonym	0
impervious	pervious	Antonym	0
raise	pay	Antonym	0
taxed	untaxed	Antonym	0
hellish	heavenly	Antonym	0
horse	donkey	Antonym	0
nascent	dying	Antonym	0
skippable	unskippable	Antonym	0
free	pay	Antonym	0
wallet	mobile phone	Antonym	0
truthy	falsy	Antonym	0
unaltered	changed	Antonym	0
private	public	Antonym	0
draw	painting	Antonym	0
energy	mass	Antonym	0
deductive reasoning	inductive reasoning	Antonym	0
scant	ample	Antonym	0
forebear	afterbear	Antonym	0
kindful	kindless	Antonym	0
front	rear	Antonym	0
cake	cookie	Antonym	0
paint	with brush	Antonym	0
outer trigram	inner trigram	Antonym	0
numerable	innumerable	Antonym	0
activate	deactivate	Antonym	0
fellow	lady	Antonym	0
elated	dissatisfied	Antonym	0
cold blooded	homeothermic	Antonym	0
buy	sell	Antonym	0
bone	skin	Antonym	0
boil	freeze	Antonym	0
cleanness	dirtiness	Antonym	0
overdot	underdot	Antonym	0
disjoint	overlapping	Antonym	0
hypogynous	epigynous	Antonym	0
unscrew	screw	Antonym	0
asyndetic	syndetic	Antonym	0
charity	selfishness	Antonym	0
mosqued	unmosqued	Antonym	0
exaggerate	downplay	Antonym	0
nay	aye	Antonym	0
candidate	person	Antonym	0
mappability	unmappability	Antonym	0
combine	divide	Antonym	0
naughty	nice	Antonym	0
understate	overstate	Antonym	0
problem	math	Antonym	0
bring	take	Antonym	0
on mark	off mark	Antonym	0
damage	repair	Antonym	0
unwitting	deliberate	Antonym	0
unedited	edited	Antonym	0
local	foreign	Antonym	0
indestructible	inconstructible	Antonym	0
contraction	dilatation	Antonym	0
underbred	thoroughbred	Antonym	0
terminal object	initial object	Antonym	0
lilliputian vision	brobdingnagian vision	Antonym	0
encryption	decryption	Antonym	0
corniced	uncorniced	Antonym	0
matte	glossy	Antonym	0
micropyle	chalaza	Antonym	0
intraverbal	interverbal	Antonym	0
provide	take away	Antonym	0
unverifiability	verifiableness	Antonym	0
surplus	lack	Antonym	0
conclusion	beginning	Antonym	0
epirelief	hyporelief	Antonym	0
care	mean	Antonym	0
pointless	useful	Antonym	0
sportsmanly	unsportsmanly	Antonym	0
make one's bow	take bow	Antonym	0
light mindedness	seriousness	Antonym	0
arise	lie	Antonym	0
consolation	first	Antonym	0
southern hemisphere	northern hemisphere	Antonym	0
vide infra	vide supra	Antonym	0
supernal	earthly	Antonym	0
superphysiological	subphysiological	Antonym	0
island maze	unicursal	Antonym	0
above average	below average	Antonym	0
blessed	condemned	Antonym	0
selfsame	other	Antonym	0
possible	impossibility	Antonym	0
hindersome	helpful	Antonym	0
heir presumptive	heir apparent	Antonym	0
now	past	Antonym	0
legal	black market	Antonym	0
round up	round down	Antonym	0
opposable	nonopposable	Antonym	0
vertebrate	invertebrate	Antonym	0
warm blooded	poikilotherm	Antonym	0
aibohphobia	ailihphilia	Antonym	0
ameliorate	deteriorate	Antonym	0
battle	friend	Antonym	0
micropsia	macropsia	Antonym	0
bloom	die	Antonym	0
nondrying	drying	Antonym	0
forward bias	reverse bias	Antonym	0
